"","census_tract_code","year","arrests_B","arrests_W","arrests_total","pct_arr_w","pct_arr_b","pct_arr_t","pct_arr_tot","pct_arr_wow","pct_arr_bob","sir_tot","sir_b","sir_w","sumres_t","sumres_w","sumres_b"
"122",11300,2014,136,268,409,65.5096553409924,33.243705695429,100,26.6779727349814,23.8201048795663,62.3567171022467,7.7937894005909,652.837458996966,673.0855818725,2.28023672103882,1.36265742778778,0.85892254114151
"123",11300,2015,172,301,474,63.4887154608732,36.2792659776418,100,28.3645502962121,24.0588282311566,64.395357543991,8.28777126123729,642.335230297899,672.636652108344,1.67872297763824,1.06992471218109,0.679781913757324
"124",11300,2016,138,288,430,66.9611718205069,32.0855614973262,100,24.4582219441442,20.8227893861615,65.9971305595409,7.14698762011956,671.929551789549,623.66261926355,1.90631830692291,1.41298091411591,0.958092331886292
"125",11300,2017,162,336,504,66.6534417774251,32.1364808569728,100,27.9363671636827,25.7648953301127,62.524121960633,8.16367777712089,639.593593509307,688.560537254874,2.26431846618652,2.03962731361389,1.6311217546463
"126",11300,2018,119,210,329,63.8103919781221,36.1592221209359,100,18.1157425251913,15.7056315907561,48.5516115871073,5.29390999853176,576.229939384465,546.109110948285,2.2205650806427,1.99036061763763,2.09026074409485
"127",11400,2010,369,324,693,46.7465012263743,53.2390708411485,100,50.8773217825417,113.24711639287,35.3076260644914,14.8600321668119,244.641744809259,1241.75534060167,1.18688952922821,1.36908638477325,0.601988196372986
"128",11400,2011,388,317,707,44.8309998585773,54.8720124451987,100,50.2451851325421,116.501286291804,34.4858234823571,14.6763724417148,229.016816973621,1234.96193409564,1.40896737575531,1.86332881450653,1.53354465961456
"129",11400,2012,223,170,394,43.1362598325298,56.5846231920832,100,26.229944744025,41.6564567507964,20.5511012809879,7.66261000190944,226.700110847829,692.195853761817,0.2152119576931,0.899858236312866,0.402484923601151
"130",11400,2013,206,119,327,36.3803118312443,62.9776826658514,100,20.0232686302125,23.1472476171951,18.540185401854,5.85032189720801,220.115481526561,495.40665829409,0.480015635490417,1.19141066074371,1.47783231735229
"131",11400,2014,173,127,300,42.3192269243585,57.6474508497168,100,17.7819927686563,32.0626104519061,13.9392474417855,5.19576187139146,195.678809067216,544.922343426213,0.363246530294418,1.28768837451935,1.56275260448456
"132",11400,2015,135,149,287,51.8982932776036,47.0219435736677,100,16.7142274765593,42.1976777116964,10.4078328579138,4.88391177720349,182.560765772542,635.185764489402,-0.832147181034088,0.842399537563324,0.559130072593689
"133",11400,2016,165,74,241,30.692658647864,68.4363334715886,100,14.3358515257867,19.3666579429469,13.5568153808233,4.18880082958364,197.988610739685,338.544378896061,-0.819248080253601,0.136923640966415,0.785679042339325
"134",11400,2017,154,127,282,45.0194966323999,54.590570719603,100,16.9460969893636,34.1306100510615,13.0056583058863,4.95140506327079,201.062708084646,549.646598058182,-0.364187806844711,1.2487565279007,1.49402058124542
"135",11400,2018,250,135,388,34.7848492656532,64.4163875289874,100,23.4852611827371,34.965034965035,21.6057384841414,6.86196997865937,216.187207168264,576.29244461108,-0.184142872691154,0.684050142765045,1.30146110057831
